OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape__Area,Shape__Length
1,42,101,010800,1,421010108001,Block Group 1,G5030,S,161887,0,+39.9687580,-075.1997251,1742508.07250977,8200.32717040183
2,42,101,010800,2,421010108002,Block Group 2,G5030,S,103778,0,+39.9665475,-075.2004455,1117025.55249023,4364.98014394589
3,42,101,010900,2,421010109002,Block Group 2,G5030,S,43724,0,+39.9642929,-075.1896435,470634.707885742,3048.10908437497
4,42,101,011000,2,421010110002,Block Group 2,G5030,S,108966,0,+39.9753585,-075.2113476,1172871.20806885,5169.00428238638
5,42,101,011000,1,421010110001,Block Group 1,G5030,S,142244,0,+39.9724202,-075.2051689,1531075.72814941,10476.5741289868
6,42,101,011000,3,421010110003,Block Group 3,G5030,S,111388,0,+39.9743352,-075.2073541,1198951.30987549,5524.83520755517
7,42,101,011100,4,421010111004,Block Group 4,G5030,S,147334,0,+39.9754452,-075.2281518,1585865.31420898,5762.10086112212
8,42,101,011100,2,421010111002,Block Group 2,G5030,S,249138,0,+39.9716381,-075.2209457,2681653.41900635,8140.95353111956
9,42,101,011100,3,421010111003,Block Group 3,G5030,S,86719,0,+39.9722444,-075.2259171,933400.579956055,4519.86116672525
10,42,101,011100,1,421010111001,Block Group 1,G5030,S,622507,0,+39.9770521,-075.2189613,6700488.06463623,11047.9381290439
11,42,101,011200,2,421010112002,Block Group 2,G5030,S,78510,0,+39.9723544,-075.2304396,845065.233947754,3717.8019973033
12,42,101,011200,1,421010112001,Block Group 1,G5030,S,58755,0,+39.9753874,-075.2305228,632416.44329834,3405.77651693665
13,42,101,011200,3,421010112003,Block Group 3,G5030,S,70564,0,+39.9720522,-075.2331740,759534.65246582,3528.87515587509
14,42,101,011200,6,421010112006,Block Group 6,G5030,S,64273,0,+39.9750282,-075.2347353,691818.87121582,3668.35374064581
15,42,101,011200,7,421010112007,Block Group 7,G5030,S,66714,0,+39.9750586,-075.2325820,718083.026245117,3707.51679528779
16,42,101,011200,4,421010112004,Block Group 4,G5030,S,88625,0,+39.9717287,-075.2360924,953939.019592285,3913.82552229556
17,42,101,011200,5,421010112005,Block Group 5,G5030,S,75721,0,+39.9746670,-075.2370319,815048.520263672,3723.62110572035
18,42,101,011300,1,421010113001,Block Group 1,G5030,S,149130,0,+39.9796815,-075.2369765,1605208.61541748,5156.06936319775
19,42,101,011300,3,421010113003,Block Group 3,G5030,S,81118,0,+39.9772316,-075.2362911,873132.44317627,4027.40455259074
20,42,101,011400,2,421010114002,Block Group 2,G5030,S,73787,0,+39.9800707,-075.2409494,794228.741577148,3637.30197078722
21,42,101,011400,3,421010114003,Block Group 3,G5030,S,70185,0,+39.9774501,-075.2400712,755455.69519043,3569.36971256958
22,42,101,011400,4,421010114004,Block Group 4,G5030,S,73635,0,+39.9771722,-075.2425749,792581.150939941,3638.2307134562
23,42,101,011400,1,421010114001,Block Group 1,G5030,S,211122,0,+39.9794637,-075.2477900,2272456.90948486,7611.46348881311
24,42,101,011400,5,421010114005,Block Group 5,G5030,S,141395,0,+39.9785825,-075.2446000,1521932.36437988,6035.47142113175
25,42,101,026600,8,421010266008,Block Group 8,G5030,S,67079,0,+40.0685540,-075.1503342,722013.608215332,3787.84033008514
26,42,101,026600,3,421010266003,Block Group 3,G5030,S,54281,0,+40.0669385,-075.1484171,584258.971862793,3635.05729419192
27,42,101,026600,7,421010266007,Block Group 7,G5030,S,101325,0,+40.0657082,-075.1519637,1090611.41571045,5537.91072336519
28,42,101,026600,5,421010266005,Block Group 5,G5030,S,54228,0,+40.0638642,-075.1494266,583687.10559082,3217.29937933299
29,42,101,026600,6,421010266006,Block Group 6,G5030,S,107052,0,+40.0614473,-075.1495782,1152257.05181885,4805.79609520248
30,42,101,026700,2,421010267002,Block Group 2,G5030,S,70099,0,+40.0539834,-075.1443724,754515.187133789,3590.82056656547
31,42,101,026700,4,421010267004,Block Group 4,G5030,S,124050,0,+40.0544150,-075.1476216,1335216.1975708,4622.10281591225
32,42,101,026700,6,421010267006,Block Group 6,G5030,S,77321,0,+40.0561246,-075.1508288,832260.350158691,4009.95561901226
33,42,101,026700,7,421010267007,Block Group 7,G5030,S,81257,0,+40.0571744,-075.1474844,874615.918273926,3776.31831749496
34,42,101,026700,1,421010267001,Block Group 1,G5030,S,79677,0,+40.0568565,-075.1441235,857597.466491699,3664.91745980849
35,42,101,026700,3,421010267003,Block Group 3,G5030,S,94387,0,+40.0519432,-075.1468586,1015936.21496582,4720.74123014694
36,42,101,026800,3,421010268003,Block Group 3,G5030,S,152067,0,+40.0549319,-075.1418404,1636784.93878174,7059.96269844529
37,42,101,026800,1,421010268001,Block Group 1,G5030,S,239073,0,+40.0606671,-075.1391126,2586545.9239502,6793.01064206027
38,42,101,026800,2,421010268002,Block Group 2,G5030,S,158116,0,+40.0557579,-075.1387706,1701868.44207764,5737.82062136688
39,42,101,026900,1,421010269001,Block Group 1,G5030,S,152390,0,+40.0541486,-075.1285231,1640262.76739502,5233.50402712499
40,42,101,027000,1,421010270001,Block Group 1,G5030,S,216319,0,+40.0489157,-075.1296365,2328342.22631836,6606.49662366479
41,42,101,027100,3,421010271003,Block Group 3,G5030,S,115983,39344,+40.0484793,-075.1263611,1671870.52081299,6142.24231765018
42,42,101,027100,2,421010271002,Block Group 2,G5030,S,86600,0,+40.0473915,-075.1241688,932128.449951172,4502.08064668551
43,42,101,027200,1,421010272001,Block Group 1,G5030,S,83939,0,+40.0482409,-075.1150993,903477.16607666,4482.34513229056
44,42,101,027200,3,421010272003,Block Group 3,G5030,S,315711,0,+40.0485121,-075.1207703,3398182.03948975,8495.56050065177
45,42,101,027300,2,421010273002,Block Group 2,G5030,S,181824,0,+40.0346129,-075.1206537,1936132.53527832,7898.12192660936
46,42,101,036202,2,421010362022,Block Group 2,G5030,S,308425,0,+40.0840251,-074.9781476,3319705.10308838,7675.35130697074
47,42,101,036201,3,421010362013,Block Group 3,G5030,S,243055,0,+40.0810424,-074.9901791,2616109.15649414,6794.45165746093
48,42,101,036203,1,421010362031,Block Group 1,G5030,S,429482,0,+40.0825049,-074.9719695,4622678.16589355,8977.14507915407
49,42,101,036202,1,421010362021,Block Group 1,G5030,S,248988,2329,+40.0915021,-074.9795268,2709082.90124512,7041.89864233897
50,42,101,036202,3,421010362023,Block Group 3,G5030,S,327731,0,+40.0773385,-074.9807978,3527509.87756348,9151.48033323824
51,42,101,029200,1,421010292001,Block Group 1,G5030,S,230533,6391,+40.0266525,-075.1091614,2551308.57647705,8076.57314833279
52,42,101,034803,1,421010348031,Block Group 1,G5030,S,718280,7209,+40.0603140,-075.0002240,7931743.96038818,15830.7792144882
53,42,101,005000,1,421010050001,Block Group 1,G5030,S,4504459,3340294,+39.8898768,-075.1691412,88323304.6287842,48030.0591267869
54,42,101,003800,1,421010038001,Block Group 1,G5030,S,76687,0,+39.9204169,-075.1787299,825449.069458008,3655.02164018071
55,42,101,003800,3,421010038003,Block Group 3,G5030,S,70201,0,+39.9228156,-075.1781049,755637.155395508,3546.96543572264
56,42,101,003800,4,421010038004,Block Group 4,G5030,S,74359,0,+39.9214888,-075.1810848,800398.442321777,4076.46674484099
57,42,101,036203,2,421010362032,Block Group 2,G5030,S,262641,13445,+40.0790134,-074.9682406,3125220.8795166,7871.64841741821
58,42,101,035302,2,421010353022,Block Group 2,G5030,S,1146542,14358,+40.0693610,-075.0002638,12495274.7576904,16635.1054286848
59,42,101,035800,3,421010358003,Block Group 3,G5030,S,384323,0,+40.1192182,-075.0302068,4136607.00366211,8312.55612055699
60,42,101,008302,3,421010083023,Block Group 3,G5030,S,87705,0,+39.9566372,-075.2418692,944037.875732422,3924.5569821085
61,42,101,008302,4,421010083024,Block Group 4,G5030,S,87758,0,+39.9546140,-075.2412828,944604.759399414,4488.53502555104
62,42,101,016300,4,421010163004,Block Group 4,G5030,S,231364,0,+39.9868157,-075.1353385,2490342.85742188,7252.62491830663
63,42,101,016300,2,421010163002,Block Group 2,G5030,S,164333,0,+39.9899557,-075.1359536,1768836.63995361,5384.27543494062
64,42,101,017400,1,421010174001,Block Group 1,G5030,S,179816,0,+39.9963476,-075.1486962,1935474.48046875,6227.69664421157
65,42,101,016400,3,421010164003,Block Group 3,G5030,S,142658,0,+39.9912585,-075.1457119,1535512.81896973,4869.16283734141
66,42,101,017400,2,421010174002,Block Group 2,G5030,S,174169,0,+39.9960756,-075.1520750,1874676.83843994,5718.46623736459
67,42,101,017300,2,421010173002,Block Group 2,G5030,S,772852,0,+39.9985829,-075.1603784,8318730.47137451,16135.7736089841
68,42,101,016800,6,421010168006,Block Group 6,G5030,S,205904,0,+39.9928743,-075.1657588,2216299.14660645,5988.25130970441
69,42,101,016800,1,421010168001,Block Group 1,G5030,S,148858,0,+39.9909660,-075.1705158,1602254.84307861,6593.48725205647
70,42,101,017100,3,421010171003,Block Group 3,G5030,S,372294,0,+40.0057567,-075.1710769,4007229.32849121,9098.38623668789
71,42,101,020600,1,421010206001,Block Group 1,G5030,S,1295848,56842,+40.0198000,-075.1827740,14559839.1123047,15378.9493496334
72,42,101,020200,1,421010202001,Block Group 1,G5030,S,220334,0,+40.0049338,-075.1620487,2371600.41320801,7136.89008709587
73,42,101,017500,1,421010175001,Block Group 1,G5030,S,146802,0,+39.9981373,-075.1449960,1580124.54681396,5308.53917858657
74,42,101,019900,4,421010199004,Block Group 4,G5030,S,311989,0,+40.0031634,-075.1446793,3358128.11743164,9559.32225781756
75,42,101,020000,2,421010200002,Block Group 2,G5030,S,192191,0,+40.0042034,-075.1507407,2068658.95935059,7804.78171460828
76,42,101,020300,1,421010203001,Block Group 1,G5030,S,212494,0,+40.0091172,-075.1492788,2287197.10058594,8507.35923993796
77,42,101,017602,3,421010176023,Block Group 3,G5030,S,207164,0,+39.9977061,-075.1331783,2214997.15063477,7292.72816096361
78,42,101,017601,3,421010176013,Block Group 3,G5030,S,164594,0,+39.9920113,-075.1307181,1778851.25622559,6978.51326780451
79,42,101,019200,5,421010192005,Block Group 5,G5030,S,116489,0,+39.9998618,-075.1209002,1253858.12799072,5651.18955306696
80,42,101,011500,4,421010115004,Block Group 4,G5030,S,68562,0,+39.9755404,-075.2538756,737986.720031738,4006.15534275205
81,42,101,011500,2,421010115002,Block Group 2,G5030,S,96745,0,+39.9778933,-075.2534512,1041325.14587402,4581.3215549604
82,42,101,011500,1,421010115001,Block Group 1,G5030,S,79600,0,+39.9796773,-075.2510582,856796.836914063,3725.52676800953
83,42,101,011800,1,421010118001,Block Group 1,G5030,S,121250,0,+39.9898764,-075.2354589,1305099.60015869,4790.2354433601
84,42,101,011800,2,421010118002,Block Group 2,G5030,S,110558,0,+39.9872845,-075.2348925,1190022.42523193,4484.26098170452
85,42,101,011800,5,421010118005,Block Group 5,G5030,S,155659,0,+39.9868282,-075.2415497,1675486.67089844,5633.48385004905
86,42,101,011800,4,421010118004,Block Group 4,G5030,S,61116,0,+39.9852008,-075.2365588,657834.572570801,4584.07608495531
87,42,101,011800,6,421010118006,Block Group 6,G5030,S,68083,0,+39.9883117,-075.2384315,732828.122802734,4107.6447288344
88,42,101,011900,3,421010119003,Block Group 3,G5030,S,151397,0,+39.9811939,-075.2268409,1629583.95172119,8948.34498562492
89,42,101,011900,4,421010119004,Block Group 4,G5030,S,166494,0,+39.9905176,-075.2297350,1792090.16137695,7088.72931911164
90,42,101,011900,5,421010119005,Block Group 5,G5030,S,65217,0,+39.9890103,-075.2294972,701981.708862305,4456.81295883909
91,42,101,011900,2,421010119002,Block Group 2,G5030,S,176579,0,+39.9856321,-075.2281722,1900629.51739502,7886.86213627581
92,42,101,012000,1,421010120001,Block Group 1,G5030,S,181452,0,+39.9931153,-075.2285145,1953103.80206299,6577.80830912683
93,42,101,012100,1,421010121001,Block Group 1,G5030,S,168771,0,+40.0012917,-075.2225613,1816599.14562988,6068.99278021655
94,42,101,012100,2,421010121002,Block Group 2,G5030,S,708025,5378,+39.9964998,-075.2223795,7678832.7958374,13338.0943556602
95,42,101,012204,1,421010122041,Block Group 1,G5030,S,207320,0,+40.0016037,-075.2066127,2427889.26074219,7809.02639856479
96,42,101,012204,2,421010122042,Block Group 2,G5030,S,641970,56473,+39.9981534,-075.2145288,7590978.3503418,15131.7038802295
97,42,101,027300,1,421010273001,Block Group 1,G5030,S,429747,14079,+40.0377547,-075.1189432,4776896.1776123,10624.0291536776
98,42,101,027300,4,421010273004,Block Group 4,G5030,S,78687,0,+40.0384973,-075.1220845,846956.318664551,3693.84999179164
99,42,101,027300,5,421010273005,Block Group 5,G5030,S,61024,0,+40.0414903,-075.1211609,656827.26965332,3489.58581730174
100,42,101,027402,2,421010274022,Block Group 2,G5030,S,133326,0,+40.0340607,-075.1260967,1435072.08477783,4708.60168373521
101,42,101,027401,3,421010274013,Block Group 3,G5030,S,100550,0,+40.0344505,-075.1294715,1082281.44750977,4290.85377080117
102,42,101,027401,2,421010274012,Block Group 2,G5030,S,128783,0,+40.0385567,-075.1285712,1386161.00518799,5036.74754071734
103,42,101,027401,1,421010274011,Block Group 1,G5030,S,97326,0,+40.0429606,-075.1279041,1047568.90625,5010.51431022998
104,42,101,027402,3,421010274023,Block Group 3,G5030,S,108668,0,+40.0373561,-075.1255042,1169663.26330566,4346.83508247795
105,42,101,027402,1,421010274021,Block Group 1,G5030,S,77719,0,+40.0427527,-075.1245404,836531.936584473,4096.26601725771
106,42,101,027402,4,421010274024,Block Group 4,G5030,S,113428,0,+40.0404826,-075.1247048,1220883.87811279,4451.96932753432
107,42,101,027402,5,421010274025,Block Group 5,G5030,S,78219,0,+40.0442834,-075.1241985,841916.75390625,4107.37688071377
108,42,101,027500,3,421010275003,Block Group 3,G5030,S,142848,0,+40.0349236,-075.1329219,1496198.34796143,4941.13132547816
109,42,101,027500,4,421010275004,Block Group 4,G5030,S,79495,0,+40.0388491,-075.1334582,921422.320007324,5275.26364801518
110,42,101,027500,2,421010275002,Block Group 2,G5030,S,119433,0,+40.0391995,-075.1312550,1285533.10821533,5142.04514860312
111,42,101,027500,1,421010275001,Block Group 1,G5030,S,265049,0,+40.0435557,-075.1320212,2852876.63562012,7770.32767895782
112,42,101,027600,1,421010276001,Block Group 1,G5030,S,281669,0,+40.0422932,-075.1367655,2998389.87097168,7956.50653936109
113,42,101,027600,2,421010276002,Block Group 2,G5030,S,75516,0,+40.0402650,-075.1419024,812826.143920898,4033.37867465286
114,42,101,027600,3,421010276003,Block Group 3,G5030,S,146703,0,+40.0426428,-075.1413722,1579038.00109863,5294.84984007771
115,42,101,027600,4,421010276004,Block Group 4,G5030,S,159857,0,+40.0456175,-075.1405396,1720626.44995117,5305.22165772096
116,42,101,027700,6,421010277006,Block Group 6,G5030,S,89887,0,+40.0525229,-075.1565727,967487.942260742,4310.80008988052
117,42,101,027700,1,421010277001,Block Group 1,G5030,S,144147,0,+40.0495799,-075.1452416,1551537.90301514,6403.69047936342
118,42,101,027700,2,421010277002,Block Group 2,G5030,S,81101,0,+40.0496833,-075.1490717,872922.972717285,4234.62777411177
119,42,101,008302,1,421010083021,Block Group 1,G5030,S,88957,0,+39.9530831,-075.2416016,957509.77520752,4507.82453323535
120,42,101,017602,1,421010176021,Block Group 1,G5030,S,115979,0,+39.9967516,-075.1276600,1248367.84625244,4477.78508469484
121,42,101,017602,2,421010176022,Block Group 2,G5030,S,77315,0,+39.9940209,-075.1278574,824999.051452637,3960.82890575223
122,42,101,001002,3,421010010023,Block Group 3,G5030,S,208809,0,+39.9466592,-075.1468593,2247571.08569336,6141.18387939734
123,42,101,000100,2,421010001002,Block Group 2,G5030,S,459227,0,+39.9534683,-075.1473927,4951123.13494873,11337.0295136099
124,42,101,036600,1,421010366001,Block Group 1,G5030,S,1004313,1426278,+39.9470272,-075.1404472,26336432.2765503,30553.8582898326
125,42,101,036900,3,421010369003,Block Group 3,G5030,S,386518,28988,+39.9546979,-075.1884850,4446633.20330811,11247.0970848051
126,42,101,036900,1,421010369001,Block Group 1,G5030,S,457980,27385,+39.9507309,-075.1895592,5293054.68725586,13611.3771120072
127,42,101,001001,2,421010010012,Block Group 2,G5030,S,107124,0,+39.9437576,-075.1519176,1150967.42242432,4483.84010081084
128,42,101,001600,2,421010016002,Block Group 2,G5030,S,88817,0,+39.9399131,-075.1461089,955989.13458252,3926.28415581393
129,42,101,001001,1,421010010011,Block Group 1,G5030,S,122275,0,+39.9473496,-075.1513254,1318203.38562012,4921.81161484968
130,42,101,000200,1,421010002001,Block Group 1,G5030,S,382478,0,+39.9553999,-075.1569775,4116896.16693115,9279.17388502067
131,42,101,036700,1,421010367001,Block Group 1,G5030,S,592926,0,+39.9596079,-075.1434644,6374061.63439941,11793.3344782971
132,42,101,000402,2,421010004022,Block Group 2,G5030,S,261668,0,+39.9531558,-075.1681264,2816522.24841309,8902.09294528268
133,42,101,980500,1,421019805001,Block Group 1,G5030,S,401968,13468,+40.0177581,-075.1441820,4471592.83691406,8777.51450135969
134,42,101,018800,4,421010188004,Block Group 4,G5030,S,113976,0,+39.9953045,-075.1061562,1226798.24932861,5425.60229120338
135,42,101,017900,4,421010179004,Block Group 4,G5030,S,181010,0,+39.9893710,-075.1110635,1948372.26678467,6178.28827486053
136,42,101,018400,2,421010184002,Block Group 2,G5030,S,912360,946059,+40.0013454,-075.0608039,20043514.5247803,21808.2217914798
137,42,101,029800,4,421010298004,Block Group 4,G5030,S,214489,0,+40.0131073,-075.0662230,2316310.99298096,7504.58079902915
138,42,101,032100,1,421010321001,Block Group 1,G5030,S,233406,0,+40.0153278,-075.0586408,2508580.97814941,7881.92097099652
139,42,101,029900,2,421010299002,Block Group 2,G5030,S,179283,0,+40.0106430,-075.0747266,1929736.2767334,6952.20183673285
140,42,101,019100,5,421010191005,Block Group 5,G5030,S,540777,0,+40.0051466,-075.1084834,5820730.91296387,11031.6105593257
141,42,101,019200,4,421010192004,Block Group 4,G5030,S,172884,0,+40.0001699,-075.1092890,1860859.48858643,6744.71273488579
142,42,101,019000,5,421010190005,Block Group 5,G5030,S,242538,0,+40.0058534,-075.0992042,2610618.1940918,7960.92476976444
143,42,101,019100,4,421010191004,Block Group 4,G5030,S,399181,20770,+40.0150470,-075.1033724,4520185.46289063,10634.6679138913
144,42,101,019000,3,421010190003,Block Group 3,G5030,S,249220,12639,+40.0123040,-075.0951826,2818571.63214111,8604.86520844572
145,42,101,030100,5,421010301005,Block Group 5,G5030,S,176558,0,+40.0231249,-075.0889129,1900385.44500732,5826.66868103793
146,42,101,019800,6,421010198006,Block Group 6,G5030,S,95334,0,+40.0096903,-075.1374693,1026124.07312012,4848.85891440178
147,42,101,028800,1,421010288001,Block Group 1,G5030,S,141844,0,+40.0202975,-075.1259111,1532426.92272949,5511.75949015684
148,42,101,028800,3,421010288003,Block Group 3,G5030,S,216884,0,+40.0236803,-075.1238961,2403901.00866699,7231.54254992614
149,42,101,028700,1,421010287001,Block Group 1,G5030,S,173289,0,+40.0219665,-075.1331300,1902321.21142578,6009.34108427887
150,42,101,012500,3,421010125003,Block Group 3,G5030,S,347551,49075,+39.9617470,-075.1767869,4249538.33422852,11596.1629691004
151,42,101,012500,2,421010125002,Block Group 2,G5030,S,167263,0,+39.9624448,-075.1712147,1794623.50146484,6283.60782641706
152,42,101,013100,2,421010131002,Block Group 2,G5030,S,70148,0,+39.9632738,-075.1501434,755059.283630371,3664.4484162929
153,42,101,013200,1,421010132001,Block Group 1,G5030,S,143126,0,+39.9665998,-075.1550685,1540591.88861084,5246.13893674516
154,42,101,013300,2,421010133002,Block Group 2,G5030,S,184553,0,+39.9683951,-075.1623497,1986481.76416016,6353.04114896356
155,42,101,013402,2,421010134022,Block Group 2,G5030,S,58938,0,+39.9662232,-075.1671253,634376.528991699,3214.28566794115
156,42,101,013401,1,421010134011,Block Group 1,G5030,S,60559,0,+39.9664286,-075.1771210,651843.884338379,3598.28033139475
157,42,101,013402,1,421010134021,Block Group 1,G5030,S,76028,0,+39.9661221,-075.1705384,818344.752075195,3640.65211653538
158,42,101,013500,2,421010135002,Block Group 2,G5030,S,50179,0,+39.9694139,-075.1703359,540112.704040527,3805.21269428498
159,42,101,013500,3,421010135003,Block Group 3,G5030,S,48359,0,+39.9705222,-075.1718482,520525.202270508,2933.28195054953
160,42,101,013602,2,421010136022,Block Group 2,G5030,S,90347,0,+39.9720481,-075.1830156,972477.160217285,4033.26634546449
161,42,101,013602,3,421010136023,Block Group 3,G5030,S,59642,0,+39.9715081,-075.1796693,641967.421508789,3213.34282308838
162,42,101,013602,1,421010136021,Block Group 1,G5030,S,48928,0,+39.9712086,-075.1772803,526650.603637695,2941.16298087174
163,42,101,013602,4,421010136024,Block Group 4,G5030,S,35815,0,+39.9709696,-075.1754117,385503.637939453,2617.32669216384
164,42,101,013700,1,421010137001,Block Group 1,G5030,S,59705,0,+39.9764694,-075.1833621,642650.624755859,3232.05322951907
165,42,101,013700,4,421010137004,Block Group 4,G5030,S,65007,0,+39.9742432,-075.1835490,699709.367797852,3362.06297677716
166,42,101,013700,3,421010137003,Block Group 3,G5030,S,73120,0,+39.9790105,-075.1827944,787035.515869141,3596.11668479377
167,42,101,013800,1,421010138001,Block Group 1,G5030,S,151595,0,+39.9781182,-075.1766635,1631705.22735596,5691.97460554822
168,42,101,013900,3,421010139003,Block Group 3,G5030,S,288072,0,+39.9732813,-075.1720433,3100742.59655762,7789.02249392105
169,42,101,013900,1,421010139001,Block Group 1,G5030,S,65785,0,+39.9779606,-075.1728005,708113.708312988,3880.23190490044
170,42,101,014000,2,421010140002,Block Group 2,G5030,S,93527,0,+39.9749040,-075.1635490,1006685.40307617,4338.97922908574
171,42,101,014200,1,421010142001,Block Group 1,G5030,S,86565,0,+39.9679219,-075.1454831,931772.987670898,4783.9648524492
172,42,101,027700,3,421010277003,Block Group 3,G5030,S,90363,0,+40.0505085,-075.1518157,972624.64630127,4174.0031169738
173,42,101,027700,4,421010277004,Block Group 4,G5030,S,65973,0,+40.0519475,-075.1542269,710105.519470215,3553.10642772332
174,42,101,027700,5,421010277005,Block Group 5,G5030,S,70933,0,+40.0497220,-075.1555387,763493.665710449,3805.85728524695
175,42,101,027800,3,421010278003,Block Group 3,G5030,S,243924,0,+40.0384307,-075.1473541,2625482.54486084,8136.20192945145
176,42,101,027901,1,421010279011,Block Group 1,G5030,S,86314,0,+40.0475935,-075.1529589,929026.252258301,4144.26342977298
177,42,101,027901,3,421010279013,Block Group 3,G5030,S,104315,0,+40.0472114,-075.1565933,1122804.44573975,4326.09857452956
178,42,101,027901,2,421010279012,Block Group 2,G5030,S,101799,0,+40.0449658,-075.1518716,1095728.70263672,4107.9507210891
179,42,101,027902,1,421010279021,Block Group 1,G5030,S,146070,0,+40.0415046,-075.1522543,1572214.17199707,5910.56118434189
180,42,101,028000,2,421010280002,Block Group 2,G5030,S,305122,0,+40.0272814,-075.1571076,3286234.40582275,9410.62020100111
181,42,101,028000,1,421010280001,Block Group 1,G5030,S,80157,0,+40.0234968,-075.1552132,862760.58215332,4380.48463195228
182,42,101,028000,4,421010280004,Block Group 4,G5030,S,204373,0,+40.0239962,-075.1514122,2199783.6809082,6176.84989875608
183,42,101,028100,3,421010281003,Block Group 3,G5030,S,101880,0,+40.0261594,-075.1489657,1096594.26013184,5030.45776474386
184,42,101,028200,1,421010282001,Block Group 1,G5030,S,161305,0,+40.0326380,-075.1439323,1736234.10784912,8619.63568053462
185,42,101,028300,3,421010283003,Block Group 3,G5030,S,99836,0,+40.0236714,-075.1469634,1074591.25946045,4690.0330947971
186,42,101,028300,1,421010283001,Block Group 1,G5030,S,69892,0,+40.0299231,-075.1408226,752294.795288086,3593.54805141655
187,42,101,028300,5,421010283005,Block Group 5,G5030,S,68707,0,+40.0272089,-075.1438528,739539.59552002,3550.1325454521
188,42,101,028300,7,421010283007,Block Group 7,G5030,S,88188,0,+40.0280970,-075.1459308,949205.289733887,4548.92969833757
189,42,101,028300,2,421010283002,Block Group 2,G5030,S,68915,0,+40.0269030,-075.1414882,741772.61907959,3543.23506027164
190,42,101,028300,6,421010283006,Block Group 6,G5030,S,62916,0,+40.0300661,-075.1431337,677198.879089355,3383.41095408693
191,42,101,028400,3,421010284003,Block Group 3,G5030,S,157884,0,+40.0248439,-075.1380354,1636787.52111816,5224.43106565496
192,42,101,028400,1,421010284001,Block Group 1,G5030,S,94790,0,+40.0293965,-075.1380180,1020270.83966064,4437.04624093707
193,42,101,028400,2,421010284002,Block Group 2,G5030,S,82187,0,+40.0273321,-075.1374180,831478.77947998,4818.69778508754
194,42,101,028600,2,421010286002,Block Group 2,G5030,S,89319,0,+40.0251025,-075.1305046,953929.570556641,4644.24772314373
195,42,101,028600,3,421010286003,Block Group 3,G5030,S,76217,0,+40.0268606,-075.1305315,820373.805236816,4323.43229307151
196,42,101,028300,4,421010283004,Block Group 4,G5030,S,214613,0,+40.0232331,-075.1435077,2309995.53118896,6084.92488898593
197,42,101,000300,1,421010003001,Block Group 1,G5030,S,322876,0,+39.9567120,-075.1675614,3475337.2130127,8019.93627836335
198,42,101,000700,2,421010007002,Block Group 2,G5030,S,140491,0,+39.9507010,-075.1689153,1512205.80157471,6509.34125382809
199,42,101,000402,1,421010004021,Block Group 1,G5030,S,42012,0,+39.9541786,-075.1722383,452217.67376709,2884.1200336149
200,42,101,980000,1,421019800001,Block Group 1,G5030,S,8922478,1508835,+39.9880961,-075.1967773,112388848.675781,69602.4872950791
201,42,101,000804,3,421010008043,Block Group 3,G5030,S,43070,0,+39.9482897,-075.1667707,463593.88659668,3546.77726333653
202,42,101,000803,4,421010008034,Block Group 4,G5030,S,16755,0,+39.9496594,-075.1734583,180353.47052002,1794.70666900526
203,42,101,000700,1,421010007001,Block Group 1,G5030,S,40106,0,+39.9514597,-075.1750048,431697.916809082,2657.68539495573
204,42,101,000804,2,421010008042,Block Group 2,G5030,S,30139,0,+39.9484875,-075.1653478,324405.47064209,2332.29747668266
205,42,101,000803,2,421010008032,Block Group 2,G5030,S,43981,0,+39.9494740,-075.1750316,473401.630004883,2829.44080503763
206,42,101,001202,1,421010012021,Block Group 1,G5030,S,65398,0,+39.9467745,-075.1689754,703912.465087891,3737.83858274131
207,42,101,001202,5,421010012025,Block Group 5,G5030,S,43822,0,+39.9472612,-075.1729066,471705.021972656,2839.0997771411
208,42,101,036900,2,421010369002,Block Group 2,G5030,S,1014661,136910,+39.9473585,-075.1969296,12238905.5752563,16791.2244225314
209,42,101,980900,1,421019809001,Block Group 1,G5030,S,17228698,3463789,+39.9051799,-075.2174145,221313696.216248,100965.278312951
210,42,101,002500,2,421010025002,Block Group 2,G5030,S,98071,0,+39.9334457,-075.1467523,1055598.24121094,5937.28002404616
211,42,101,980700,1,421019807001,Block Group 1,G5030,S,5957147,1730038,+39.9104684,-075.1431656,80863627.6917725,48816.5910629538
212,42,101,980100,1,421019801001,Block Group 1,G5030,S,5476589,240667,+40.0509585,-075.2149160,63427936.3143921,99057.8661498608
213,42,101,021800,2,421010218002,Block Group 2,G5030,S,368848,0,+40.0530080,-075.2333246,3970089.82629395,9336.09166497561
214,42,101,003001,1,421010030011,Block Group 1,G5030,S,31448,0,+39.9300455,-075.1698791,338500.788513184,2404.29229890793
215,42,101,003001,5,421010030015,Block Group 5,G5030,S,43992,0,+39.9304568,-075.1730479,473526.447265625,3003.83779087364
216,42,101,003800,2,421010038002,Block Group 2,G5030,S,867907,0,+39.9176825,-075.1841033,9342063.39886475,13546.5604639494
217,42,101,019800,1,421010198001,Block Group 1,G5030,S,239372,0,+40.0112771,-075.1451518,2576499.67260742,8624.88687463952
